"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"22:46hrs Trafik perlahan selepas keluar Tol Sungai Besi ke Pusat Bandar. Pandu berhati-hati. @LLMinfotrafik",FALSE,1,NA,2019-11-01 14:46:33,FALSE,NA,"1190278962854809601",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"22:41hrs Kerja penyelenggaraan km 117.3 - km 115.8 arah Utara dari Bertam ke Sungai Petani (S). Lorong kanan ditutu… https://t.co/ROLTboDZpI",FALSE,0,NA,2019-11-01 14:41:22,TRUE,NA,"1190277656782065664",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"22:30hrs Awas! Treler rosak km 304.9 arah Selatan dari Sungai Besi ke UPM. Lorong kiri terhalang. Trafik terkawal.… https://t.co/i57PXMCGvJ",FALSE,0,NA,2019-11-01 14:30:23,TRUE,NA,"1190274893750796289",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"22:29hrs Kemalangan km 6.4 arah Selatan dari Persimpangan Gelang Patah ke Tol Tanjung Kupang. Lorong tengah, Lorong… https://t.co/5jvuutVziR",FALSE,2,NA,2019-11-01 14:29:41,TRUE,NA,"1190274718172999680",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"22:18hrs Awas! Lori rosak km 0.6 arah Selatan dari Shah Alam ke Seafield. Lorong kiri terhalang. Trafik terkawal. P… https://t.co/taLnHNwyaC",FALSE,0,NA,2019-11-01 14:19:00,TRUE,NA,"1190272026885275648",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"21:52hrs Kerja penyelenggaraan km 54.5 - km 53.4 arah Selatan dari Simpang Renggam ke Sedenak. Lorong kanan ditutup… https://t.co/5JSeupnMJx",FALSE,1,NA,2019-11-01 13:53:41,TRUE,NA,"1190265656123383808",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"21:39hrs Status terkini, trafik kembali lancar. Selamat memandu. https://t.co/AovuSuVz1i",FALSE,0,NA,2019-11-01 13:39:38,FALSE,NA,"1190262121608536066",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:53hrs Kemalangan km 25.3 arah Selatan dari Putrajaya ke Bandar Gamuda Cove. Tiada lorong terhalang. Trafik perla… https://t.co/ROrFc5AQSF",FALSE,0,NA,2019-11-01 12:53:30,TRUE,NA,"1190250512144191488",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",1,FALSE,FALSE,NA,NA
"20:52hrs Status terkini, trafik kembali terkawal. Selamat memandu. @LLMinfotrafik https://t.co/uUnLA9Q129",FALSE,2,NA,2019-11-01 12:52:30,FALSE,NA,"1190250261379305472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:51hrs Status terkini, trafik kembali terkawal. Selamat memandu. @LLMinfotrafik https://t.co/w2z67y1q62",FALSE,1,NA,2019-11-01 12:51:24,FALSE,NA,"1190249981845725185",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:49hrs Status terkini, trafik kembali terkawal. @LLMinfotrafik https://t.co/ojJx9D75Bh",FALSE,1,NA,2019-11-01 12:50:48,FALSE,NA,"1190249832406896640",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:38hrs Kemalangan km 242.8 arah Utara dari Pedas Linggi ke Senawang. Tiada lorong terhalang. Trafik perlahan. Pan… https://t.co/huqk7IQfke",FALSE,1,NA,2019-11-01 12:38:50,TRUE,NA,"1190246819483111424",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:28hrs Status terkini, trafik masih lagi perlahan Subang menuju Dataran Prima. @LLMinfotrafik https://t.co/ojJx9D75Bh",FALSE,1,NA,2019-11-01 12:29:22,FALSE,NA,"1190244439584727040",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:19hrs Maklumat awal kemalangan km 243 arah Utara dari Pedas Linggi ke Senawang. Trafik perlahan. Harap maklum. @LLMinfotrafik",FALSE,1,NA,2019-11-01 12:19:09,FALSE,NA,"1190241869088747520",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:17hrs Trafik perlahan di ELITE dari Putra Heights ke USJ. Awasi jarak kenderaan anda. @LLMinfotrafik",FALSE,1,NA,2019-11-01 12:18:04,FALSE,NA,"1190241594806398976",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:16hrs Status terkini, trafik kembali terkawal. Selamat memandu. @LLMinfotrafik https://t.co/I6nn5jYjj8",FALSE,1,NA,2019-11-01 12:17:09,FALSE,NA,"1190241363054321664",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:15hrs Status terkini, trafik kembali terkawal. Selamat memandu. @LLMinfotrafik https://t.co/C5uYYCTp8m",FALSE,1,NA,2019-11-01 12:15:40,FALSE,NA,"1190240991149604864",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:14hrs Trafik perlahan dari selepas Terowong menghala ke Ipoh. Pandu berhati-hati. @LLMinfotrafik",FALSE,2,NA,2019-11-01 12:14:50,FALSE,NA,"1190240779664424960",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:13hrs Status terkini, trafik masih lagi perlahan sepanjang Jambatan menuju ke Perai. @LLMinfotrafik https://t.co/92sSIBzpkB",FALSE,1,NA,2019-11-01 12:13:49,FALSE,NA,"1190240525758021632",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:12hrs Awas! Lori rosak km 138.7 arah Utara dari Juru ke Perai. Lorong kiri terhalang. Trafik perlahan. Pandu berhati-hati. @LLMinfotrafik",FALSE,1,NA,2019-11-01 12:13:04,FALSE,NA,"1190240336045432833",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"19:08hrs Status terkini, trafik kembali terkawal. Selamat memandu. @LLMinfotrafik https://t.co/DFJLQJt8y0",FALSE,1,NA,2019-11-01 11:18:23,FALSE,NA,"1190226575221854209",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"19:08hrs Trafik perlahan di NKVE dari Subang ke Dataran Prima. Aliran trafik tinggi. @LLMinfotrafik",FALSE,1,NA,2019-11-01 11:08:06,FALSE,NA,"1190223988015783937",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"19:07hrs Trafik perlahan di NKVE dari Kota Damansara ke Shah Alam. Aliran trafik tinggi. @LLMinfotrafik",FALSE,1,NA,2019-11-01 11:07:42,FALSE,NA,"1190223884626169856",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
